"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
IN_Composite,MLL IN Equity,IN,INR,INE263W01010,IN
US_Composite,MLLGF US Equity,US,USD,CA6252841045,UN
US_Composite,MLLGF US Equity,US,USD,CA6252841045,US
US_Composite,MLLOF US Equity,US,USD,CA36467U1030,UN
US_Composite,MLLOF US Equity,US,USD,CA36467U1030,US
US_Composite,MLRT US Equity,US,USD,US3624083040,UN
US_Composite,MLRT US Equity,US,USD,US3624083040,US
DEU_Composite,MLB1 GR Equity,DEU,EUR,US58733R1023,GR
AUS_Composite,MMI AU Equity,AX,AUD,AU000000MMI6,AU
US_Composite,MMI US Equity,US,USD,US5663241090,UN
US_Composite,MMI US Equity,US,USD,US5663241090,US
US_Composite,MLBEF US Equity,US,USD,AU0000317554,UN
US_Composite,MLBEF US Equity,US,USD,AU0000317554,US
US_Composite,MKMIF US Equity,US,USD,JP3914200005,UN
US_Composite,MKMIF US Equity,US,USD,JP3914200005,US
CAN_Composite,MKO CN Equity,TO,CAD,CA56089A4000,CN
CAN_Composite,MKR CN Equity,TO,CAD,CA58549W3030,CN
US_Composite,MLXSY US Equity,US,USD,US5854821023,UN
US_Composite,MLXSY US Equity,US,USD,US5854821023,US
US_Composite,MKSCS US Equity,US,USD,US57642B6873,UN
US_Composite,MKSCS US Equity,US,USD,US57642B6873,US
US_Composite,MWZNS US Equity,US,USD,US57655F1049,UN
US_Composite,MWZNS US Equity,US,USD,US57655F1049,US
US_Composite,MWZWS US Equity,US,USD,US5759331060,UN
US_Composite,MWZWS US Equity,US,USD,US5759331060,US
US_Composite,MX US Equity,US,USD,US55933J2033,UN
US_Composite,MX US Equity,US,USD,US55933J2033,US
US_Composite,MWRWS US Equity,US,USD,US57641Y6968,UN
US_Composite,MWRWS US Equity,US,USD,US57641Y6968,US
DEU_Composite,N9U GR Equity,DEU,EUR,JP3762900003,GR
DEU_Composite,N1U0 GR Equity,DEU,EUR,KYG6470A1168,GR
CAN_Composite,MYR CN Equity,TO,CAD,CA59047T2065,CN
US_Composite,MYRUF US Equity,US,USD,CA62857Y1097,UN
US_Composite,MYRUF US Equity,US,USD,CA62857Y1097,US
US_Composite,MWVOS US Equity,US,USD,US57641C6451,UN
US_Composite,MWVOS US Equity,US,USD,US57641C6451,US
US_Composite,MWVXS US Equity,US,USD,US57641C7699,UN
US_Composite,MWVXS US Equity,US,USD,US57641C7699,US
US_Composite,MWLDS US Equity,US,USD,US57641C8432,UN
US_Composite,MWLDS US Equity,US,USD,US57641C8432,US
IN_Composite,NAAL IN Equity,IN,INR,INE999D01019,IN
AUS_Composite,NAB AU Equity,AX,AUD,AU000000NAB4,AU
MXN_Composite,NABCON MM Equity,MX,MXN,JP3651210001,MM
US_Composite,NABZY US Equity,US,USD,US6325254083,UN
US_Composite,NABZY US Equity,US,USD,US6325254083,US
IN_Composite,NACL IN Equity,IN,INR,INE139A01034,IN
US_Composite,NACNF US Equity,US,USD,FR0013482791,UN
US_Composite,NACNF US Equity,US,USD,FR0013482791,US
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
XJPS,"2588 JT Equity",XTKS,JPY,JP3155450004,JT
AUS_Composite,NAG AU Equity,AX,AUD,AU000000NAG3,AU
IN_Composite,NAGA IN Equity,IN,INR,INE327M01014,IN
US_Composite,NAGE US Equity,US,USD,US1710774076,UN
US_Composite,NAGE US Equity,US,USD,US1710774076,US
DEU_Composite,NB5 GR Equity,DEU,EUR,JP3684400009,GR
US_Composite,NAMM US Equity,US,USD,KYG636381033,UN
US_Composite,NAMM US Equity,US,USD,KYG636381033,US
US_Composite,NAMS US Equity,US,USD,NL00150012L7,UN
US_Composite,NAMS US Equity,US,USD,NL00150012L7,US
CAN_Composite,NATN CN Equity,TO,CAD,CA6323841032,CN
IN_Composite,NATURITE IN Equity,IN,INR,INE223R01014,IN
DEU_Composite,NAQ GR Equity,DEU,EUR,US6311031081,GR
US_Composite,NBN US Equity,US,USD,US66405S1006,UN
US_Composite,NBN US Equity,US,USD,US66405S1006,US
US_Composite,NBNKF US Equity,US,USD,FI4000297767,UN
US_Composite,NBNKF US Equity,US,USD,FI4000297767,US
DEU_Composite,ND50 GR Equity,DEU,EUR,US6548022069,GR
DEU_Composite,NDA GR Equity,DEU,EUR,DE0006766504,GR
IN_Composite,NDRAUTO IN Equity,IN,INR,INE07OG01012,IN
IN_Composite,NDRINVIT IN Equity,IN,INR,INE0Q7Q23015,IN
MXN_Composite,NDSN* MM Equity,MX,MXN,US6556631025,MM
DEU_Composite,NBI1 GR Equity,DEU,EUR,BMG6359F1370,GR
US_Composite,NBIAY US Equity,US,USD,US6548911006,UN
US_Composite,NBIAY US Equity,US,USD,US6548911006,US
IN_Composite,NBIOCON IN Equity,IN,INR,INE06MM01016,IN
IN_Composite,NBL IN Equity,IN,INR,INE0GOA01018,IN
US_Composite,NBLXF US Equity,US,USD,CA65510H1082,UN
US_Composite,NBLXF US Equity,US,USD,CA65510H1082,US
US_Composite,NBBI US Equity,US,USD,US9276472068,UN
US_Composite,NBBI US Equity,US,USD,US9276472068,US
DEU_Composite,NBH GR Equity,DEU,EUR,DE0006760002,GR
US_Composite,NBHEF US Equity,US,USD,AU0000210940,UN
US_Composite,NBHEF US Equity,US,USD,AU0000210940,US
ESP_Composite,NBI SM Equity,ESP,EUR,ES0105062022,SM
US_Composite,NBITF US Equity,US,USD,NO0010856511,UN
US_Composite,NBITF US Equity,US,USD,NO0010856511,US
MXN_Composite,NAN MM Equity,MX,MXN,CA6330671034,MM
CAN_Composite,NANO CN Equity,TO,CAD,CA63010A1030,CN
DEU_Composite,NC0 GR Equity,DEU,EUR,US65249B1098,GR
US_Composite,NCAUF US Equity,US,USD,CA65118M1032,UN
US_Composite,NCAUF US Equity,US,USD,CA65118M1032,US
US_Composite,NBCLF US Equity,US,USD,JP3684400009,UN
US_Composite,NBCLF US Equity,US,USD,JP3684400009,US
US_Composite,NBDR US Equity,US,USD,US65486W1053,UN
US_Composite,NBDR US Equity,US,USD,US65486W1053,US
DEU_Composite,NCGC GR Equity,DEU,EUR,SE0000118952,GR
US_Composite,NCL US Equity,US,USD,US66373M2008,UN
US_Composite,NCL US Equity,US,USD,US66373M2008,US
US_Composite,NATH US Equity,US,USD,US6323471002,UN
US_Composite,NATH US Equity,US,USD,US6323471002,US
DEU_Composite,NAO GR Equity,DEU,EUR,CH1323306329,GR
DEU_Composite,NC91 GR Equity,DEU,EUR,SE0005851706,GR
IN_Composite,NCAL IN Equity,IN,INR,INE364T01012,IN
US_Composite,NBTB US Equity,US,USD,US6287781024,UN
US_Composite,NBTB US Equity,US,USD,US6287781024,US
US_Composite,NBTX US Equity,US,USD,US63009J1079,UN
US_Composite,NBTX US Equity,US,USD,US63009J1079,US
CAN_Composite,NAU CN Equity,TO,CAD,CA6415361071,CN
DEU_Composite,NE3 GR Equity,DEU,EUR,NL0000371243,GR
DEU_Composite,ND1 GR Equity,DEU,EUR,US6556631025,GR
US_Composite,NCCGF US Equity,US,USD,GB00B01QGK86,UN
US_Composite,NCCGF US Equity,US,USD,GB00B01QGK86,US
US_Composite,NCDP US Equity,US,USD,US6540541058,UN
US_Composite,NCDP US Equity,US,USD,US6540541058,US
IN_Composite,NAEX IN Equity,IN,INR,INE209301014,IN
US_Composite,NAFS US Equity,US,USD,US65670R1023,UN
US_Composite,NAFS US Equity,US,USD,US65670R1023,US
US_Composite,NCEW US Equity,US,USD,VGG646271053,UN
US_Composite,NCEW US Equity,US,USD,VGG646271053,US
DEU_Composite,NCB0 GR Equity,DEU,EUR,CA06048X1087,GR
US_Composite,NCBDY US Equity,US,USD,US0598311076,UN
US_Composite,NCBDY US Equity,US,USD,US0598311076,US
IN_Composite,NCCF IN Equity,IN,INR,INE768B01012,IN
DEU_Composite,NE9 GR Equity,DEU,EUR,FR0004050250,GR
US_Composite,NCPL US Equity,US,USD,US64113L2025,UN
US_Composite,NCPL US Equity,US,USD,US64113L2025,US
DEU_Composite,NCR1 GR Equity,DEU,EUR,US62886E1082,GR
DEU_Composite,NEF GR Equity,DEU,EUR,FI0009013296,GR
US_Composite,NDKCF US Equity,US,USD,JP3736200001,UN
US_Composite,NDKCF US Equity,US,USD,JP3736200001,US
US_Composite,NCNO US Equity,US,USD,US63947X1019,UN
US_Composite,NCNO US Equity,US,USD,US63947X1019,US
MXN_Composite,NCNO1* MM Equity,MX,MXN,US63947X1019,MM
AUS_Composite,NDO AU Equity,AX,AUD,AU0000297046,AU
JPN_Composite,NAM2213 JP Equity,JPN,JPY,JP90C000NLY4,JP
JPN_Composite,NAM2215 JP Equity,JPN,JPY,JP90C000NR39,JP
JPN_Composite,NAM2224 JP Equity,JPN,JPY,JP90C000NZY4,JP
JPN_Composite,NAM2301 JP Equity,JPN,JPY,JP90C000P5N5,JP
US_Composite,NCRBF US Equity,US,USD,JP3690400001,UN
US_Composite,NCRBF US Equity,US,USD,JP3690400001,US
DEU_Composite,NCL GR Equity,DEU,EUR,CNE100001922,GR
DEU_Composite,NCI2 GR Equity,DEU,EUR,US2620771004,GR
JPN_Composite,NAM2304 JP Equity,JPN,JPY,JP90C000P996,JP
JPN_Composite,NAM2312 JP Equity,JPN,JPY,JP90C000PD25,JP
JPN_Composite,NAM2316 JP Equity,JPN,JPY,JP90C000PNW9,JP
US_Composite,NCLTF US Equity,US,USD,JP3756100008,UN
US_Composite,NCLTF US Equity,US,USD,JP3756100008,US
AUS_Composite,NCMCD AU Equity,AX,AUD,AU0000NCMCD5,AU
IN_Composite,NCN IN Equity,IN,INR,INE800K01014,IN
IN_Composite,NAVKAR IN Equity,IN,INR,INE268H01044,IN
US_Composite,NCSYF US Equity,US,USD,IL0002730112,UN
US_Composite,NCSYF US Equity,US,USD,IL0002730112,US
JPN_Composite,NAM0LEP1 JP Equity,JPN,JPY,JP90C000LEP1,JP
JPN_Composite,NAM1975 JP Equity,JPN,JPY,JP90C000J7U4,JP
CAN_Composite,NDAT CN Equity,TO,CAD,CA63948H1055,CN
US_Composite,NBRFF US Equity,US,USD,CA14306B1076,UN
US_Composite,NBRFF US Equity,US,USD,CA14306B1076,US
IN_Composite,NBWP IN Equity,IN,INR,INE630N01019,IN
US_Composite,NBY US Equity,US,USD,US66987P4090,UN
US_Composite,NBY US Equity,US,USD,US66987P4090,US
US_Composite,NBVB US Equity,US,USD,US6385911077,UN
US_Composite,NBVB US Equity,US,USD,US6385911077,US
US_Composite,NCTY US Equity,US,USD,US88337K4013,UN
US_Composite,NCTY US Equity,US,USD,US88337K4013,US
DEU_Composite,NCYD GR Equity,DEU,EUR,SE0005190238,GR
US_Composite,MKSI US Equity,US,USD,US55306N1046,UN
US_Composite,MKSI US Equity,US,USD,US55306N1046,US
US_Composite,MMILF US Equity,US,USD,AU000000MMI6,UN
US_Composite,MMILF US Equity,US,USD,AU000000MMI6,US
US_Composite,MMKIF US Equity,US,USD,JP3907150001,UN
US_Composite,MMKIF US Equity,US,USD,JP3907150001,US
AUS_Composite,MNDCD AU Equity,AX,AUD,AU0000MNDCD3,AU
IN_Composite,MMR IN Equity,IN,INR,INE159E01026,IN
MXN_Composite,MORN* MM Equity,MX,MXN,US6177001095,MM
DEU_Composite,MO7A GR Equity,DEU,EUR,US6153942023,GR
MXN_Composite,MMS* MM Equity,MX,MXN,US5779331041,MM
US_Composite,MMSDF US Equity,US,USD,AU0000065070,UN
US_Composite,MMSDF US Equity,US,USD,AU0000065070,US
CAN_Composite,MNRG CN Equity,TO,CAD,CA61534D1087,CN
US_Composite,MNRIF US Equity,US,USD,TH0128B10Z17,UN
US_Composite,MNRIF US Equity,US,USD,TH0128B10Z17,US
MXN_Composite,MNST* MM Equity,MX,MXN,US61174X1090,MM
US_Composite,MNTN US Equity,US,USD,US55318A1088,UN
US_Composite,MNTN US Equity,US,USD,US55318A1088,US
AUS_Composite,MQG AU Equity,AX,AUD,AU000000MQG1,AU
AUS_Composite,MQGCD AU Equity,AX,AUD,AU0000MQGCD9,AU
US_Composite,MOBIF US Equity,US,USD,CA60705U1057,UN
US_Composite,MOBIF US Equity,US,USD,CA60705U1057,US
US_Composite,MOBO US Equity,US,USD,US60739T2078,UN
US_Composite,MOBO US Equity,US,USD,US60739T2078,US
AUS_Composite,MND AU Equity,AX,AUD,AU000000MND5,AU
IN_Composite,MOTISONS IN Equity,IN,INR,INE0FRK01020,IN
IN_Composite,MMTC IN Equity,IN,INR,INE123F01029,IN
AUS_Composite,MMTCD AU Equity,AX,AUD,AU0000MMTCD1,AU
US_Composite,MMTMF US Equity,US,USD,CA61531Y1051,UN
US_Composite,MMTMF US Equity,US,USD,CA61531Y1051,US
US_Composite,MMXXF US Equity,US,USD,BRMMXMTRV000,UN
US_Composite,MMXXF US Equity,US,USD,BRMMXMTRV000,US
US_Composite,MRNJ US Equity,US,USD,US59141K1016,UN
US_Composite,MRNJ US Equity,US,USD,US59141K1016,US
US_Composite,MOG/A US Equity,US,USD,US6153942023,UN
US_Composite,MOG/A US Equity,US,USD,US6153942023,US
IN_Composite,MODIS IN Equity,IN,INR,INE0L0L01012,IN
IN_Composite,MNLF IN Equity,IN,INR,INE514C01026,IN
IN_Composite,MPS IN Equity,IN,INR,INE943D01017,IN
DEU_Composite,MPA GR Equity,DEU,EUR,NL0000488153,GR
US_Composite,MNPR US Equity,US,USD,US61023L2079,UN
US_Composite,MNPR US Equity,US,USD,US61023L2079,US
DEU_Composite,MR9 GR Equity,DEU,EUR,KYG609201085,GR
US_Composite,MNZO US Equity,US,USD,US56510D1063,UN
US_Composite,MNZO US Equity,US,USD,US56510D1063,US
MXN_Composite,MNDYN MM Equity,MX,MXN,IL0011762130,MM
US_Composite,MNFYY US Equity,US,USD,US60936R1032,UN
US_Composite,MNFYY US Equity,US,USD,US60936R1032,US
US_Composite,MNGGF US Equity,US,USD,CA60936L1067,UN
US_Composite,MNGGF US Equity,US,USD,CA60936L1067,US
CAN_Composite,MOC CN Equity,TO,CAD,CA61945T1066,CN
BZ_Composite,MOAR3 BZ Equity,BZ,BRL,BRMOARACNOR5,BZ
US_Composite,MNMD US Equity,US,USD,CA60255C8850,UN
US_Composite,MNMD US Equity,US,USD,CA60255C8850,US
DEU_Composite,MP2 GR Equity,DEU,EUR,NO0010791353,GR
US_Composite,MRHLF US Equity,US,USD,JP3910620008,UN
US_Composite,MRHLF US Equity,US,USD,JP3910620008,US
DEU_Composite,MRI GR Equity,DEU,EUR,HK0066009694,GR
US_Composite,MPC US Equity,US,USD,US56585A1025,UN
US_Composite,MPC US Equity,US,USD,US56585A1025,US
CAN_Composite,MPC/C CN Equity,TO,CAD,CA5579032007,CN
CAN_Composite,MOLT CN Equity,TO,CAD,CA60872A2056,CN
AUS_Composite,MOM AU Equity,AX,AUD,AU0000240764,AU
IN_Composite,MOIL IN Equity,IN,INR,INE490G01020,IN
IN_Composite,MNSN IN Equity,IN,INR,INE776V01013,IN
IN_Composite,MOKSH IN Equity,IN,INR,INE514Y01020,IN
IN_Composite,MRCO IN Equity,IN,INR,INE196A01026,IN
US_Composite,MRCY US Equity,US,USD,US5893781089,UN
US_Composite,MRCY US Equity,US,USD,US5893781089,US
US_Composite,MNPGY US Equity,US,USD,US61559M1080,UN
US_Composite,MNPGY US Equity,US,USD,US61559M1080,US
DEU_Composite,MNK GR Equity,DEU,EUR,US6031581068,GR
MXN_Composite,MPWR* MM Equity,MX,MXN,US6098391054,MM
US_Composite,MORIF US Equity,US,USD,JP3926200001,UN
US_Composite,MORIF US Equity,US,USD,JP3926200001,US
US_Composite,MNGPF US Equity,US,USD,JE00BJ1DLW90,UN
US_Composite,MNGPF US Equity,US,USD,JE00BJ1DLW90,US
DEU_Composite,MOGG GR Equity,DEU,EUR,US6084642023,GR
US_Composite,MPLCAX US Equity,US,USD,US62479G5365,UN
US_Composite,MPLCAX US Equity,US,USD,US62479G5365,US
US_Composite,MPHYF US Equity,US,USD,FR0011742329,UN
US_Composite,MPHYF US Equity,US,USD,FR0011742329,US
US_Composite,MPIR US Equity,US,USD,US2916441023,UN
US_Composite,MPIR US Equity,US,USD,US2916441023,US
MXN_Composite,MRK1N MM Equity,MX,MXN,DE0006599905,MM
AUS_Composite,MRECR AU Equity,AX,AUD,AU0000MRECR2,AU
IN_Composite,MOSIL IN Equity,IN,INR,INE570N01025,IN
MXN_Composite,MOTAPI18 MM Equity,MX,MXN,MX1RMO0R0009,MM
US_Composite,MPLBTX US Equity,US,USD,US62479G8419,UN
US_Composite,MPLBTX US Equity,US,USD,US62479G8419,US
US_Composite,MPLBVX US Equity,US,USD,US62479G4459,UN
US_Composite,MPLBVX US Equity,US,USD,US62479G4459,US
US_Composite,MPLBXX US Equity,US,USD,US62479G7916,UN
US_Composite,MPLBXX US Equity,US,USD,US62479G7916,US
US_Composite,MMM US Equity,US,USD,US88579Y1010,UN
US_Composite,MMM US Equity,US,USD,US88579Y1010,US
DEU_Composite,MMM0 GR Equity,DEU,EUR,CA8856201048,GR
US_Composite,MMNFQ US Equity,US,USD,CA58507M1077,UN
US_Composite,MMNFQ US Equity,US,USD,CA58507M1077,US
DEU_Composite,MQ2 GR Equity,DEU,EUR,US55826T1025,GR
US_Composite,MMSLF US Equity,US,USD,AU0000062440,UN
US_Composite,MMSLF US Equity,US,USD,AU0000062440,US
US_Composite,MMSSS US Equity,US,USD,US57641D1063,UN
US_Composite,MMSSS US Equity,US,USD,US57641D1063,US
US_Composite,MONDY US Equity,US,USD,US60921V2007,UN
US_Composite,MONDY US Equity,US,USD,US60921V2007,US
CZK_Composite,MONET CP Equity,PR,CZK,CZ0008040318,CP
US_Composite,MONI US Equity,US,USD,US6154301054,UN
US_Composite,MONI US Equity,US,USD,US6154301054,US
US_Composite,MNXMF US Equity,US,USD,AU0000313769,UN
US_Composite,MNXMF US Equity,US,USD,AU0000313769,US
US_Composite,MNXXF US Equity,US,USD,CA5626783008,UN
US_Composite,MNXXF US Equity,US,USD,CA5626783008,US
US_Composite,MNYFF US Equity,US,USD,JP3869960009,UN
US_Composite,MNYFF US Equity,US,USD,JP3869960009,US
US_Composite,MOD US Equity,US,USD,US6078281002,UN
US_Composite,MOD US Equity,US,USD,US6078281002,US
BZ_Composite,MMMC34 BZ Equity,BZ,BRL,BRMMMCBDR000,BZ
US_Composite,MMMPF US Equity,US,USD,TH0955010002,UN
US_Composite,MMMPF US Equity,US,USD,TH0955010002,US
AUS_Composite,MPP AU Equity,AX,AUD,NZMPGE0001S5,AU
DEU_Composite,MPQ GR Equity,DEU,EUR,US55302T2042,GR
US_Composite,MPRG US Equity,US,USD,US61978M1018,UN
US_Composite,MPRG US Equity,US,USD,US61978M1018,US
US_Composite,MMVVF US Equity,US,USD,VGG6360J1021,UN
US_Composite,MMVVF US Equity,US,USD,VGG6360J1021,US
US_Composite,MRKY US Equity,US,USD,US5707581022,UN
US_Composite,MRKY US Equity,US,USD,US5707581022,US
IN_Composite,MRL IN Equity,IN,INR,INE178A01016,IN
IN_Composite,MO IN Equity,IN,INR,INE882A01013,IN
US_Composite,MO US Equity,US,USD,US02209S1033,UN
US_Composite,MO US Equity,US,USD,US02209S1033,US
JPN_Composite,MO002354 JP Equity,JPN,JPY,JP90C000GFF9,JP
CAN_Composite,MRC CN Equity,TO,CAD,CA6175771014,CN
US_Composite,MREHF US Equity,US,USD,KYG609201085,UN
US_Composite,MREHF US Equity,US,USD,KYG609201085,US
US_Composite,MRES US Equity,US,USD,US45781A1079,UN
US_Composite,MRES US Equity,US,USD,US45781A1079,US
DEU_Composite,MNA1 GR Equity,DEU,EUR,HK0000091790,GR
US_Composite,MNARF US Equity,US,USD,CA61761E1007,UN
US_Composite,MNARF US Equity,US,USD,CA61761E1007,US
US_Composite,MOVE US Equity,US,USD,US62459M2061,UN
US_Composite,MOVE US Equity,US,USD,US62459M2061,US
CAN_Composite,MOX CN Equity,TO,CAD,CA61763R2081,CN
US_Composite,MPLCJX US Equity,US,USD,US62479G6843,UN
US_Composite,MPLCJX US Equity,US,USD,US62479G6843,US
US_Composite,MPML US Equity,US,USD,US5533582012,UN
US_Composite,MPML US Equity,US,USD,US5533582012,US
US_Composite,MONOF US Equity,US,USD,JP3922950005,UN
US_Composite,MONOF US Equity,US,USD,JP3922950005,US
US_Composite,MNSH US Equity,US,USD,US55339C1099,UN
US_Composite,MNSH US Equity,US,USD,US55339C1099,US
US_Composite,MPLBKX US Equity,US,USD,US62479G3386,UN
US_Composite,MPLBKX US Equity,US,USD,US62479G3386,US
US_Composite,MPLAXX US Equity,US,USD,US55247F8142,UN
US_Composite,MPLAXX US Equity,US,USD,US55247F8142,US
US_Composite,MPLAZX US Equity,US,USD,US62479G1141,UN
US_Composite,MPLAZX US Equity,US,USD,US62479G1141,US
DEU_Composite,MQR1 GR Equity,DEU,EUR,SG1BA2000002,GR
IN_Composite,MRIL IN Equity,IN,INR,INE632Q01018,IN
US_Composite,MRINQ US Equity,US,USD,US56804T3041,UN
US_Composite,MRINQ US Equity,US,USD,US56804T3041,US
CAN_Composite,MPTH/H CN Equity,TO,CAD,CA56509K1030,CN
US_Composite,MPTI-R-W US Equity,US,USD,US55380K1170,UN
US_Composite,MPTI-R-W US Equity,US,USD,US55380K1170,US
US_Composite,NCHDF US Equity,US,USD,JP3661950000,UN
US_Composite,NCHDF US Equity,US,USD,JP3661950000,US
US_Composite,NCHEY US Equity,US,USD,US65370E1047,UN
US_Composite,NCHEY US Equity,US,USD,US65370E1047,US
US_Composite,NCHNF US Equity,US,USD,JP3661800007,UN
US_Composite,NCHNF US Equity,US,USD,JP3661800007,US
US_Composite,NDBKF US Equity,US,USD,ZAE000004875,UN
US_Composite,NDBKF US Equity,US,USD,ZAE000004875,US
US_Composite,NDCVF US Equity,US,USD,NO0003055501,UN
US_Composite,NDCVF US Equity,US,USD,NO0003055501,US
US_Composite,NDEV US Equity,US,USD,US67011R2058,UN
US_Composite,NDEV US Equity,US,USD,US67011R2058,US
US_Composite,NDGPF US Equity,US,USD,BMG653181005,UN
US_Composite,NDGPF US Equity,US,USD,BMG653181005,US
DEU_Composite,NF4 GR Equity,DEU,EUR,DE000A1MME74,GR
US_Composite,NEOV US Equity,US,USD,US6406551068,UN
US_Composite,NEOV US Equity,US,USD,US6406551068,US
CAN_Composite,NER/H CN Equity,TO,CAD,CA6515223023,CN
US_Composite,NERAIX US Equity,US,USD,US00782M2200,UN
US_Composite,NERAIX US Equity,US,USD,US00782M2200,US
IN_Composite,NES IN Equity,IN,INR,INE027D01019,IN
DEU_Composite,NES1 GR Equity,DEU,EUR,CA64108U1003,GR
DEU_Composite,NESM GR Equity,DEU,EUR,US6410694060,GR
US_Composite,NETO US Equity,US,USD,US64114L1026,UN
US_Composite,NETO US Equity,US,USD,US64114L1026,US
BZ_Composite,NEMO3 BZ Equity,BZ,BRL,BRNEMOACNOR6,BZ
DEU_Composite,NFC1 GR Equity,DEU,EUR,CA64113H1029,GR
US_Composite,MPGPY US Equity,US,USD,US69554G1094,UN
US_Composite,MPGPY US Equity,US,USD,US69554G1094,US
IN_Composite,MPH IN Equity,IN,INR,INE886E01016,IN
IN_Composite,MPHL IN Equity,IN,INR,INE356A01018,IN
CAN_Composite,MOS/H CN Equity,TO,CAD,CA60705U1057,CN
IN_Composite,MOSCHIP IN Equity,IN,INR,INE935B01025,IN
US_Composite,MNILY US Equity,US,USD,US60433U1043,UN
US_Composite,MNILY US Equity,US,USD,US60433U1043,US
US_Composite,MONTF US Equity,US,USD,CA61288M1068,UN
US_Composite,MONTF US Equity,US,USD,CA61288M1068,US
IN_Composite,MODISON IN Equity,IN,INR,INE737D01021,IN
US_Composite,MRFCF US Equity,US,USD,JP3828100002,UN
US_Composite,MRFCF US Equity,US,USD,JP3828100002,US
US_Composite,MRPI US Equity,US,USD,US58732R1032,UN
US_Composite,MRPI US Equity,US,USD,US58732R1032,US
CAN_Composite,MOOO CN Equity,TO,CAD,CA08772W2076,CN
US_Composite,MRMRF US Equity,US,USD,AU0000105637,UN
US_Composite,MRMRF US Equity,US,USD,AU0000105637,US
CAN_Composite,MOOD CN Equity,TO,CAD,CA2584842033,CN
DEU_Composite,MOHF GR Equity,DEU,EUR,US5024413065,GR
BZ_Composite,MRSA3B BZ Equity,BZ,BRL,BRMRSAACNOR6,BZ
BZ_Composite,MRSA6B BZ Equity,BZ,BRL,BRMRSAACNPB7,BZ
US_Composite,MRLLF US Equity,US,USD,JE00B1HNYF12,UN
US_Composite,MRLLF US Equity,US,USD,JE00B1HNYF12,US
US_Composite,MNTS US Equity,US,USD,US60879E3099,UN
US_Composite,MNTS US Equity,US,USD,US60879E3099,US
US_Composite,MNVWF US Equity,US,USD,CA62454R1010,UN
US_Composite,MNVWF US Equity,US,USD,CA62454R1010,US
DEU_Composite,MRR GR Equity,DEU,EUR,GB0009039941,GR
US_Composite,MRRDF US Equity,US,USD,GB00BR3SVZ18,UN
US_Composite,MRRDF US Equity,US,USD,GB00BR3SVZ18,US
US_Composite,MRRLF US Equity,US,USD,IS0000000388,UN
US_Composite,MRRLF US Equity,US,USD,IS0000000388,US
CAN_Composite,MRD CN Equity,TO,CAD,CA5854671032,CN
US_Composite,MROFS US Equity,US,USD,US57654Q1013,UN
US_Composite,MROFS US Equity,US,USD,US57654Q1013,US
US_Composite,MRONS US Equity,US,USD,US57642K1097,UN
US_Composite,MRONS US Equity,US,USD,US57642K1097,US
US_Composite,MRP US Equity,US,USD,US6011371027,UN
US_Composite,MRP US Equity,US,USD,US6011371027,US
IN_Composite,MRM IN Equity,IN,INR,INE834C01028,IN
MXN_Composite,MPX* MM Equity,MX,MXN,US5684271084,MM
CAN_Composite,MRG-U CN Equity,TO,CAD,CA61761E1007,CN
DEU_Composite,MRKC GR Equity,DEU,EUR,US5893392093,GR
CAN_Composite,MRKI/P CN Equity,TO,CAD,CA5873301017,CN
US_Composite,MRPZF US Equity,US,USD,ZAE000200457,UN
US_Composite,MRPZF US Equity,US,USD,ZAE000200457,US
AUS_Composite,MRR AU Equity,AX,AUD,AU000000MRR6,AU
IN_Composite,MRSS IN Equity,IN,INR,INE196R01012,IN
IN_Composite,MRSY IN Equity,IN,INR,INE197801017,IN
IN_Composite,MRT IN Equity,IN,INR,INE794W01014,IN
DEU_Composite,MS9 GR Equity,DEU,EUR,ID1000123607,GR
DEU_Composite,MS4A GR Equity,DEU,EUR,US57633B1008,GR
DEU_Composite,MS51 GR Equity,DEU,EUR,US86800U3023,GR
MXN_Composite,MRUN MM Equity,MX,MXN,CA59162N1096,MM
US_Composite,MRVCF US Equity,US,USD,ES0105122024,UN
US_Composite,MRVCF US Equity,US,USD,ES0105122024,US
US_Composite,MRVGF US Equity,US,USD,AU000000MGR9,UN
US_Composite,MRVGF US Equity,US,USD,AU000000MGR9,US
MXN_Composite,MS* MM Equity,MX,MXN,US6174464486,MM
DEU_Composite,MS3 GR Equity,DEU,EUR,JP3885400006,GR
US_Composite,MSTH US Equity,US,USD,US6286411029,UN
US_Composite,MSTH US Equity,US,USD,US6286411029,US
CAN_Composite,MRU CN Equity,TO,CAD,CA59162N1096,CN
DEU_Composite,MRY GR Equity,DEU,EUR,NZMRPE0001S2,GR
CAN_Composite,MRZ CN Equity,TO,CAD,CA6046801081,CN
DEU_Composite,MSAG GR Equity,DEU,EUR,DE0005855183,GR
US_Composite,MSAI US Equity,US,USD,US4569481082,UN
US_Composite,MSAI US Equity,US,USD,US4569481082,US
IN_Composite,MSCM IN Equity,IN,INR,INE607G01011,IN
