"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
US_Composite,TKYRF US Equity,US,USD,JP3579400007,US
AUS_Composite,TLC AU Equity,AX,AUD,AU0000219529,AU
CAN_Composite,TLC/P CN Equity,TO,CAD,CA8873331026,CN
CAN_Composite,TLO CN Equity,TO,CAD,VGG866591024,CN
US_Composite,TNEN US Equity,US,USD,US89784T2006,UN
US_Composite,TNEN US Equity,US,USD,US89784T2006,US
US_Composite,TKOI US Equity,US,USD,US8796041064,UN
US_Composite,TKOI US Equity,US,USD,US8796041064,US
US_Composite,TLX US Equity,US,USD,US87961M1053,UN
US_Composite,TLX US Equity,US,USD,US87961M1053,US
CAN_Composite,TM CN Equity,TO,CAD,CA89620A5061,CN
US_Composite,TMGI US Equity,US,USD,US57161M4033,UN
US_Composite,TMGI US Equity,US,USD,US57161M4033,US
US_Composite,TMGY US Equity,US,USD,US8808721067,UN
US_Composite,TMGY US Equity,US,USD,US8808721067,US
US_Composite,TMMI US Equity,US,USD,US87258Q1085,UN
US_Composite,TMMI US Equity,US,USD,US87258Q1085,US
US_Composite,TMNA US Equity,US,USD,US88749T1079,UN
US_Composite,TMNA US Equity,US,USD,US88749T1079,US
US_Composite,TMCV US Equity,US,USD,US87972L1044,UN
US_Composite,TMCV US Equity,US,USD,US87972L1044,US
US_Composite,TLSNY US Equity,US,USD,US87960M2052,UN
US_Composite,TLSNY US Equity,US,USD,US87960M2052,US
US_Composite,TLOFF US Equity,US,USD,VGG866591024,UN
US_Composite,TLOFF US Equity,US,USD,VGG866591024,US
US_Composite,TLPFY US Equity,US,USD,US87946F1003,UN
US_Composite,TLPFY US Equity,US,USD,US87946F1003,US
MXN_Composite,TMUS* MM Equity,MX,MXN,US8725901040,MM
US_Composite,TKKHF US Equity,US,USD,FR0013230612,UN
US_Composite,TKKHF US Equity,US,USD,FR0013230612,US
US_Composite,TKKYY US Equity,US,USD,US90016A1007,UN
US_Composite,TKKYY US Equity,US,USD,US90016A1007,US
US_Composite,TKLLF US Equity,US,USD,JP3460800000,UN
US_Composite,TKLLF US Equity,US,USD,JP3460800000,US
US_Composite,TLXPF US Equity,US,USD,AU0000365348,UN
US_Composite,TLXPF US Equity,US,USD,AU0000365348,US
DEU_Composite,TLY0 GR Equity,DEU,EUR,US8765707067,GR
IN_Composite,TNMT IN Equity,IN,INR,INE182E01010,IN
IN_Composite,TNNP IN Equity,IN,INR,INE107A01015,IN
AUS_Composite,TNY AU Equity,AX,AUD,AU000000TNY6,AU
AUS_Composite,TNC AU Equity,AX,AUD,AU0000282246,AU
US_Composite,TKMEF US Equity,US,USD,JP3583900000,UN
US_Composite,TKMEF US Equity,US,USD,JP3583900000,US
US_Composite,TKECF US Equity,US,USD,JP3585800000,UN
US_Composite,TKECF US Equity,US,USD,JP3585800000,US
US_Composite,TKGBF US Equity,US,USD,TRAGARAN91N1,UN
US_Composite,TKGBF US Equity,US,USD,TRAGARAN91N1,US
US_Composite,TMCGF US Equity,US,USD,IM00BZBXMN96,UN
US_Composite,TMCGF US Equity,US,USD,IM00BZBXMN96,US
MXN_Composite,TMHC* MM Equity,MX,MXN,US87724P1066,MM
DEU_Composite,TMI GR Equity,DEU,EUR,JP3637300009,GR
US_Composite,TMIX US Equity,US,USD,US8764921099,UN
US_Composite,TMIX US Equity,US,USD,US8764921099,US
AUS_Composite,TMK AU Equity,AX,AUD,AU000000TMK7,AU
US_Composite,TKGSF US Equity,US,USD,JP3573000001,UN
US_Composite,TKGSF US Equity,US,USD,JP3573000001,US
US_Composite,TKGZY US Equity,US,USD,US9001486029,UN
US_Composite,TKGZY US Equity,US,USD,US9001486029,US
US_Composite,TLPH US Equity,US,USD,US00444T2096,UN
US_Composite,TLPH US Equity,US,USD,US00444T2096,US
US_Composite,TLRY US Equity,US,USD,US88688T1007,UN
US_Composite,TLRY US Equity,US,USD,US88688T1007,US
DEU_Composite,TMSA GR Equity,DEU,EUR,CA89355R2037,GR
US_Composite,TMSNY US Equity,US,USD,US87974R2085,UN
US_Composite,TMSNY US Equity,US,USD,US87974R2085,US
US_Composite,TMPPF US Equity,US,USD,KYG8904A1004,UN
US_Composite,TMPPF US Equity,US,USD,KYG8904A1004,US
CZK_Composite,TMR CP Equity,PR,CZK,SK1120010287,CP
US_Composite,TKTYF US Equity,US,USD,JP3584400000,UN
US_Composite,TKTYF US Equity,US,USD,JP3584400000,US
IN_Composite,TMX IN Equity,IN,INR,INE152A01029,IN
CAN_Composite,TN CN Equity,TO,CAD,CA87649R1047,CN
DEU_Composite,TN1 GR Equity,DEU,EUR,US8803451033,GR
DEU_Composite,TO1 GR Equity,DEU,EUR,CA1939291060,GR
DEU_Composite,TO2 GR Equity,DEU,EUR,US8910921084,GR
CAN_Composite,TMET CN Equity,TO,CAD,CA8913371073,CN
AUS_Composite,TMG AU Equity,AX,AUD,AU0000046021,AU
US_Composite,TMAHF US Equity,US,USD,JP3470900006,UN
US_Composite,TMAHF US Equity,US,USD,JP3470900006,US
US_Composite,TLTFF US Equity,US,USD,CA88337V1004,UN
US_Composite,TLTFF US Equity,US,USD,CA88337V1004,US
US_Composite,TLTZY US Equity,US,USD,US87952P3073,UN
US_Composite,TLTZY US Equity,US,USD,US87952P3073,US
US_Composite,TNLIY US Equity,US,USD,US89289A1025,UN
US_Composite,TNLIY US Equity,US,USD,US89289A1025,US
US_Composite,TNMD US Equity,US,USD,US88630G1076,UN
US_Composite,TNMD US Equity,US,USD,US88630G1076,US
DEU_Composite,TNG GR Equity,DEU,EUR,CNE100000585,GR
US_Composite,TLDE US Equity,US,USD,US87256B1035,UN
US_Composite,TLDE US Equity,US,USD,US87256B1035,US
MXN_Composite,TLEVICPO MM Equity,MX,MXN,MXP4987V1378,MM
US_Composite,TLFX US Equity,US,USD,US8793662011,UN
US_Composite,TLFX US Equity,US,USD,US8793662011,US
CAN_Composite,TLG CN Equity,TO,CAD,CA8968871068,CN
US_Composite,TLGN US Equity,US,USD,US29977N1072,UN
US_Composite,TLGN US Equity,US,USD,US29977N1072,US
MXN_Composite,TMO* MM Equity,MX,MXN,US8835561023,MM
US_Composite,TMRNF US Equity,US,USD,JP3471800007,UN
US_Composite,TMRNF US Equity,US,USD,JP3471800007,US
AUS_Composite,TMS AU Equity,AX,AUD,AU0000142945,AU
US_Composite,TNSGF US Equity,US,USD,CA31773A1075,UN
US_Composite,TNSGF US Equity,US,USD,CA31773A1075,US
US_Composite,TKUMF US Equity,US,USD,JP3462600002,UN
US_Composite,TKUMF US Equity,US,USD,JP3462600002,US
US_Composite,TNGRF US Equity,US,USD,ZAE000296554,UN
US_Composite,TNGRF US Equity,US,USD,ZAE000296554,US
DEU_Composite,TN80 GR Equity,DEU,EUR,CA88355G1000,GR
US_Composite,TNABY US Equity,US,USD,US8802771084,UN
US_Composite,TNABY US Equity,US,USD,US8802771084,US
IN_Composite,TMB IN Equity,IN,INR,INE668A01016,IN
IN_Composite,TMC IN Equity,IN,INR,INE338A01024,IN
DEU_Composite,TNU GR Equity,DEU,EUR,US37428N1054,GR
DEU_Composite,TMRA GR Equity,DEU,EUR,NO0012470089,GR
US_Composite,TMRAF US Equity,US,USD,NO0012470089,UN
US_Composite,TMRAF US Equity,US,USD,NO0012470089,US
IN_Composite,TNPP IN Equity,IN,INR,INE148A01019,IN
DEU_Composite,TMLF GR Equity,DEU,EUR,TH0068010Z15,GR
US_Composite,TMLSF US Equity,US,USD,HK0000981941,UN
US_Composite,TMLSF US Equity,US,USD,HK0000981941,US
US_Composite,TNIEF US Equity,US,USD,LU2333563281,UN
US_Composite,TNIEF US Equity,US,USD,LU2333563281,US
CAN_Composite,TNJ CN Equity,TO,CAD,CA0967752001,CN
US_Composite,TOAYF US Equity,US,USD,JP3599400003,UN
US_Composite,TOAYF US Equity,US,USD,JP3599400003,US
US_Composite,TPPPF US Equity,US,USD,NL0000387116,UN
US_Composite,TPPPF US Equity,US,USD,NL0000387116,US
DEU_Composite,TP3 GR Equity,DEU,EUR,GRS239003007,GR
US_Composite,TOPS US Equity,US,USD,MHY8897Y2307,UN
US_Composite,TOPS US Equity,US,USD,MHY8897Y2307,US
DEU_Composite,TO91 GR Equity,DEU,EUR,JP3577600004,GR
AUS_Composite,VEN AU Equity,AX,AUD,AU0000020885,AU
US_Composite,VHC US Equity,US,USD,US92823T2078,UN
US_Composite,VHC US Equity,US,USD,US92823T2078,US
US_Composite,VANI US Equity,US,USD,US92854B1098,UN
US_Composite,VANI US Equity,US,USD,US92854B1098,US
US_Composite,VGID US Equity,US,USD,US9182251036,UN
US_Composite,VGID US Equity,US,USD,US9182251036,US
US_Composite,VBVT US Equity,US,USD,US92556B1008,UN
US_Composite,VBVT US Equity,US,USD,US92556B1008,US
US_Composite,VARTY US Equity,US,USD,US92230T1051,UN
US_Composite,VARTY US Equity,US,USD,US92230T1051,US
DEU_Composite,VAS GR Equity,DEU,EUR,AT0000937503,GR
DEU_Composite,UXX GR Equity,DEU,EUR,PLLWBGD00016,GR
IN_Composite,VELOX IN Equity,IN,INR,INE092P01017,IN
IN_Composite,VEEFIN IN Equity,IN,INR,INE0Q0M01015,IN
IN_Composite,VEERKRUP IN Equity,IN,INR,INE0ID001024,IN
DEU_Composite,V1L GR Equity,DEU,EUR,US91913Y1001,GR
US_Composite,VHLD US Equity,US,USD,US92243Y1091,UN
US_Composite,VHLD US Equity,US,USD,US92243Y1091,US
IN_Composite,VHLTD IN Equity,IN,INR,INE048C01025,IN
CAN_Composite,VGN CN Equity,TO,CAD,CA3941631093,CN
CAN_Composite,VIBE CN Equity,TO,CAD,CA92556L4055,CN
DEU_Composite,VIH1 GR Equity,DEU,EUR,DE000A2YPDD0,GR
US_Composite,VIEGF US Equity,US,USD,AU0000088064,UN
US_Composite,VIEGF US Equity,US,USD,AU0000088064,US
IN_Composite,VIRL IN Equity,IN,INR,INE539B01017,IN
IN_Composite,VINSYS IN Equity,IN,INR,INE0OSJ01014,IN
CAN_Composite,VIO CN Equity,TO,CAD,CA92762M1068,CN
DEU_Composite,VIP GR Equity,DEU,EUR,US92828Q1094,GR
IN_Composite,VINNY IN Equity,IN,INR,INE01KI01027,IN
US_Composite,VINP US Equity,US,USD,KYG9451V1095,UN
US_Composite,VINP US Equity,US,USD,KYG9451V1095,US
IN_Composite,VL IN Equity,IN,INR,INE579C01029,IN
IN_Composite,VISVEN IN Equity,IN,INR,INE762D01011,IN
US_Composite,VIPZ US Equity,US,USD,US49338Y1055,UN
US_Composite,VIPZ US Equity,US,USD,US49338Y1055,US
US_Composite,VNET US Equity,US,USD,US90138A1034,UN
US_Composite,VNET US Equity,US,USD,US90138A1034,US
DEU_Composite,VI6 GR Equity,DEU,EUR,KYG857001054,GR
US_Composite,VIAOY US Equity,US,USD,US91823Y1091,UN
US_Composite,VIAOY US Equity,US,USD,US91823Y1091,US
IN_Composite,VKAL IN Equity,IN,INR,INE427T01025,IN
IN_Composite,VIEL IN Equity,IN,INR,INE082E01012,IN
MXN_Composite,VIEN MM Equity,MX,MXN,FR0000124141,MM
IN_Composite,VIFL IN Equity,IN,INR,INE755Q01025,IN
IN_Composite,VISHWARA IN Equity,IN,INR,INE430N01022,IN
US_Composite,VISIF US Equity,US,USD,JP3800270005,UN
US_Composite,VISIF US Equity,US,USD,JP3800270005,US
US_Composite,VISL US Equity,US,USD,US92836Y4098,UN
US_Composite,VISL US Equity,US,USD,US92836Y4098,US
DEU_Composite,VO20 GR Equity,DEU,EUR,CA37888C1023,GR
DEU_Composite,VO51 GR Equity,DEU,EUR,CA2926717083,GR
US_Composite,VMC US Equity,US,USD,US9291601097,UN
US_Composite,VMC US Equity,US,USD,US9291601097,US
DEU_Composite,VJC GR Equity,DEU,EUR,JP3667600005,GR
US_Composite,VJTTY US Equity,US,USD,US92912L2060,UN
US_Composite,VJTTY US Equity,US,USD,US92912L2060,US
MXN_Composite,VIVENN MM Equity,MX,MXN,FR0000127771,MM
US_Composite,VIVHY US Equity,US,USD,US92852T2015,UN
US_Composite,VIVHY US Equity,US,USD,US92852T2015,US
IN_Composite,VIVIDM IN Equity,IN,INR,INE647Z01025,IN
IN_Composite,VLEW IN Equity,IN,INR,INE466D01019,IN
IN_Composite,VISA IN Equity,IN,INR,INE286H01012,IN
US_Composite,VITBF US Equity,US,USD,SE0007871363,UN
US_Composite,VITBF US Equity,US,USD,SE0007871363,US
BZ_Composite,VISA34 BZ Equity,BZ,BRL,BRVISABDR000,BZ
US_Composite,VIIQ US Equity,US,USD,US14070V2060,UN
US_Composite,VIIQ US Equity,US,USD,US14070V2060,US
US_Composite,VMAR US Equity,US,USD,CA92840Q3017,UN
US_Composite,VMAR US Equity,US,USD,CA92840Q3017,US
BZ_Composite,VIVA3 BZ Equity,BZ,BRL,BRVIVAACNOR0,BZ
IN_Composite,VLINFRA IN Equity,IN,INR,INE0QXL01015,IN
US_Composite,VOD US Equity,US,USD,US92857W3088,UN
US_Composite,VOD US Equity,US,USD,US92857W3088,US
US_Composite,VICT US Equity,US,USD,US92647M1071,UN
US_Composite,VICT US Equity,US,USD,US92647M1071,US
IN_Composite,VINCOFE IN Equity,IN,INR,INE498Q01014,IN
DEU_Composite,VNB GR Equity,DEU,EUR,US9197941076,GR
CZK_Composite,VIG CP Equity,PR,CZK,AT0000908504,CP
IN_Composite,VIGL IN Equity,IN,INR,INE400B01020,IN
IN_Composite,VIKAS IN Equity,IN,INR,INE161L01027,IN
DEU_Composite,VIC GR Equity,DEU,EUR,FR0000050049,GR
US_Composite,VICA US Equity,US,USD,US75063R1068,UN
US_Composite,VICA US Equity,US,USD,US75063R1068,US
US_Composite,VICFF US Equity,US,USD,CA92561G1028,UN
US_Composite,VICFF US Equity,US,USD,CA92561G1028,US
US_Composite,VMCAF US Equity,US,USD,KYG9R16L1008,UN
US_Composite,VMCAF US Equity,US,USD,KYG9R16L1008,US
DEU_Composite,VMED GR Equity,DEU,EUR,DE000A3MQR65,GR
US_Composite,VIVK US Equity,US,USD,US92852R4039,UN
US_Composite,VIVK US Equity,US,USD,US92852R4039,US
US_Composite,VIVMS US Equity,US,USD,US74985F2258,UN
US_Composite,VIVMS US Equity,US,USD,US74985F2258,US
US_Composite,VIVPS US Equity,US,USD,US74985G7363,UN
US_Composite,VIVPS US Equity,US,USD,US74985G7363,US
US_Composite,VKSKF US Equity,US,USD,JP3778280002,UN
US_Composite,VKSKF US Equity,US,USD,JP3778280002,US
IN_Composite,VILINBIO IN Equity,IN,INR,INE0L4V01013,IN
US_Composite,VIMGF US Equity,US,USD,SE0015961982,UN
US_Composite,VIMGF US Equity,US,USD,SE0015961982,US
US_Composite,VNTN US Equity,US,USD,US92328V1035,UN
US_Composite,VNTN US Equity,US,USD,US92328V1035,US
US_Composite,VNUE US Equity,US,USD,US92858B2043,UN
US_Composite,VNUE US Equity,US,USD,US92858B2043,US
DEU_Composite,VNX GR Equity,DEU,EUR,NL0009538784,GR
CAN_Composite,VNP CN Equity,TO,CAD,CA33833X1015,CN
IN_Composite,VNR IN Equity,IN,INR,INE411B01019,IN
US_Composite,VLTAF US Equity,US,USD,FR0011995588,UN
US_Composite,VLTAF US Equity,US,USD,FR0011995588,US
US_Composite,VLTMF US Equity,US,USD,CA92872C1059,UN
US_Composite,VLTMF US Equity,US,USD,CA92872C1059,US
US_Composite,VLTO US Equity,US,USD,US92338C1036,UN
US_Composite,VLTO US Equity,US,USD,US92338C1036,US
CAN_Composite,VIS CN Equity,TO,CAD,CA92836B2012,CN
IN_Composite,VIS IN Equity,IN,INR,INE861A01058,IN
IN_Composite,VLBH IN Equity,IN,INR,INE457E01016,IN
IN_Composite,VLC IN Equity,IN,INR,INE760B01019,IN
CAN_Composite,VO CN Equity,TO,CAD,CA92025V1094,CN
DEU_Composite,VO1 GR Equity,DEU,EUR,GB00BN3ZZ526,GR
US_Composite,VMHG US Equity,US,USD,US9264621023,UN
US_Composite,VMHG US Equity,US,USD,US9264621023,US
AUS_Composite,VML AU Equity,AX,AUD,AU000000VML1,AU
CAN_Composite,VLV/H CN Equity,TO,CAD,CA9226413032,CN
US_Composite,VMNT US Equity,US,USD,US92259A1025,UN
US_Composite,VMNT US Equity,US,USD,US92259A1025,US
CAN_Composite,VMS CN Equity,TO,CAD,CA92905U1066,CN
AUS_Composite,VMT AU Equity,AX,AUD,AU000000VMT4,AU
US_Composite,VMTG US Equity,US,USD,US92588J1051,UN
US_Composite,VMTG US Equity,US,USD,US92588J1051,US
IN_Composite,VIVANTA IN Equity,IN,INR,INE299W01022,IN
US_Composite,VIVBS US Equity,US,USD,US74985A8870,UN
US_Composite,VIVBS US Equity,US,USD,US74985A8870,US
US_Composite,VIVDS US Equity,US,USD,US78108H7373,UN
US_Composite,VIVDS US Equity,US,USD,US78108H7373,US
CAN_Composite,VMET CN Equity,TO,CAD,CA92528V1013,CN
US_Composite,VLXGF US Equity,US,USD,GB0009390070,UN
US_Composite,VLXGF US Equity,US,USD,GB0009390070,US
DEU_Composite,VN6 GR Equity,DEU,EUR,IT0005500688,GR
US_Composite,VMSSF US Equity,US,USD,CA92905U1066,UN
US_Composite,VMSSF US Equity,US,USD,CA92905U1066,US
US_Composite,VNLEF US Equity,US,USD,CA92209M1077,UN
US_Composite,VNLEF US Equity,US,USD,CA92209M1077,US
IN_Composite,VNMX IN Equity,IN,INR,INE154G01022,IN
US_Composite,VIVYS US Equity,US,USD,US74985D5436,UN
US_Composite,VIVYS US Equity,US,USD,US74985D5436,US
BZ_Composite,VLYB34 BZ Equity,BZ,BRL,BRVLYBBDR000,BZ
IN_Composite,VM IN Equity,IN,INR,INE203D01016,IN
US_Composite,VLPNY US Equity,US,USD,US9285781038,UN
US_Composite,VLPNY US Equity,US,USD,US9285781038,US
US_Composite,VLRS US Equity,US,USD,US21240E1055,UN
US_Composite,VLRS US Equity,US,USD,US21240E1055,US
IN_Composite,VLS IN Equity,IN,INR,INE709A01018,IN
IN_Composite,VLT IN Equity,IN,INR,INE763D01019,IN
US_Composite,TOALF US Equity,US,USD,JP3557200007,UN
US_Composite,TOALF US Equity,US,USD,JP3557200007,US
CZK_Composite,TOMA CP Equity,PR,CZK,CZ0005088559,CP
US_Composite,TRAW US Equity,US,USD,US68232V8845,UN
US_Composite,TRAW US Equity,US,USD,US68232V8845,US
DEU_Composite,TRB GR Equity,DEU,EUR,US8964385046,GR
IN_Composite,TRANSPAC IN Equity,IN,INR,INE06YD01010,IN
US_Composite,TOLWF US Equity,US,USD,CA8959451037,UN
US_Composite,TOLWF US Equity,US,USD,CA8959451037,US
US_Composite,TOMYF US Equity,US,USD,JP3630550006,UN
US_Composite,TOMYF US Equity,US,USD,JP3630550006,US
US_Composite,TOSKF US Equity,US,USD,JP3613400005,UN
US_Composite,TOSKF US Equity,US,USD,JP3613400005,US
US_Composite,TOST US Equity,US,USD,US8887871080,UN
US_Composite,TOST US Equity,US,USD,US8887871080,US
AUS_Composite,TPC AU Equity,AX,AUD,AU000000TPC7,AU
US_Composite,TOPCY US Equity,US,USD,US89055B1026,UN
US_Composite,TOPCY US Equity,US,USD,US89055B1026,US
DEU_Composite,TQW0 GR Equity,DEU,EUR,US8994152028,GR
DEU_Composite,TQI GR Equity,DEU,EUR,IT0003497168,GR
DEU_Composite,TQI1 GR Equity,DEU,EUR,US87927Y2019,GR
DEU_Composite,TQIR GR Equity,DEU,EUR,IT0003497176,GR
DEU_Composite,TPC1 GR Equity,DEU,EUR,GB00BYN5YK77,GR
IN_Composite,TPII IN Equity,IN,INR,INE578C01021,IN
DEU_Composite,TQ71 GR Equity,DEU,EUR,DK0060477503,GR
DEU_Composite,TQC GR Equity,DEU,EUR,KYG891101035,GR
US_Composite,TPIHF US Equity,US,USD,BMG9031M1082,UN
US_Composite,TPIHF US Equity,US,USD,BMG9031M1082,US
IN_Composite,TRANSWOR IN Equity,IN,INR,INE757B01015,IN
US_Composite,TRATF US Equity,US,USD,DE000TRAT0N7,UN
US_Composite,TRATF US Equity,US,USD,DE000TRAT0N7,US
US_Composite,TRAUF US Equity,US,USD,AU000000TCL6,UN
US_Composite,TRAUF US Equity,US,USD,AU000000TCL6,US
BZ_Composite,TSCO34 BZ Equity,BZ,BRL,BRTCCOBDR002,BZ
US_Composite,TPH US Equity,US,USD,US87265H1095,UN
US_Composite,TPH US Equity,US,USD,US87265H1095,US
DEU_Composite,TPW GR Equity,DEU,EUR,US8982021060,GR
IN_Composite,TPHQ IN Equity,IN,INR,INE065J01024,IN
IN_Composite,TPI IN Equity,IN,INR,INE687A01016,IN
US_Composite,TORCF US Equity,US,USD,CA8875892082,UN
US_Composite,TORCF US Equity,US,USD,CA8875892082,US
US_Composite,TORLF US Equity,US,USD,JP3636650008,UN
US_Composite,TORLF US Equity,US,USD,JP3636650008,US
US_Composite,TORO US Equity,US,USD,MHY8900D1085,UN
US_Composite,TORO US Equity,US,USD,MHY8900D1085,US
CAN_Composite,TORQ CN Equity,TO,CAD,CA89131L1085,CN
DEU_Composite,TQR GR Equity,DEU,EUR,HK0000145638,GR
US_Composite,TPCS US Equity,US,USD,US8787392005,UN
US_Composite,TPCS US Equity,US,USD,US8787392005,US
DEU_Composite,TR61 GR Equity,DEU,EUR,US87260H1041,GR
AUS_Composite,TRA AU Equity,AX,AUD,NZVNLE0001S1,AU
US_Composite,TRBRF US Equity,US,USD,CA89778A1003,UN
US_Composite,TRBRF US Equity,US,USD,CA89778A1003,US
DEU_Composite,TPT GR Equity,DEU,EUR,CA8787423034,GR
ESP_Composite,TRH SM Equity,ESP,EUR,ES0179598000,SM
US_Composite,TRML US Equity,US,USD,US89157D1054,UN
US_Composite,TRML US Equity,US,USD,US89157D1054,US
DEU_Composite,TPY1 GR Equity,DEU,EUR,TH0219010Z14,GR
US_Composite,TPZEF US Equity,US,USD,CA89055A2039,UN
US_Composite,TPZEF US Equity,US,USD,CA89055A2039,US
DEU_Composite,TQ2 GR Equity,DEU,EUR,JP3554400006,GR
MXN_Composite,TREX1* MM Equity,MX,MXN,US89531P1057,MM
US_Composite,TRFNF US Equity,US,USD,JE00BYVWJZ03,UN
US_Composite,TRFNF US Equity,US,USD,JE00BYVWJZ03,US
US_Composite,TODCF US Equity,US,USD,JP3627000007,UN
US_Composite,TODCF US Equity,US,USD,JP3627000007,US
US_Composite,TODM US Equity,US,USD,US8903121015,UN
US_Composite,TODM US Equity,US,USD,US8903121015,US
AUS_Composite,TOE AU Equity,AX,AUD,AU000000TOE6,AU
DEU_Composite,TOTB GR Equity,DEU,EUR,FR0000120271,GR
CAN_Composite,TOYM CN Equity,TO,CAD,CA89238H1091,CN
CAN_Composite,TRV/P CN Equity,TO,CAD,CA89532N1096,CN
DEU_Composite,TPX GR Equity,DEU,EUR,JP3629000005,GR
CAN_Composite,TRAN CN Equity,TO,CAD,CA1849161049,CN
PURE,LLY CJ Equity,PURE,CAD,CA28655A1066,CJ
IN_Composite,TPT IN Equity,IN,INR,INE614R01014,IN
US_Composite,TPTW US Equity,US,USD,US87265T1034,UN
US_Composite,TPTW US Equity,US,USD,US87265T1034,US
US_Composite,TPVSS US Equity,US,USD,US0409141035,UN
US_Composite,TPVSS US Equity,US,USD,US0409141035,US
US_Composite,TRIB US Equity,US,USD,US8964385046,UN
US_Composite,TRIB US Equity,US,USD,US8964385046,US
US_Composite,TRMOY US Equity,US,USD,US89156V7753,UN
US_Composite,TRMOY US Equity,US,USD,US89156V7753,US
IN_Composite,TPL IN Equity,IN,INR,INE331E01013,IN
AUS_Composite,TRM AU Equity,AX,AUD,AU000000TRM2,AU
US_Composite,TRMD US Equity,US,USD,GB00BZ3CNK81,UN
US_Composite,TRMD US Equity,US,USD,GB00BZ3CNK81,US
US_Composite,TRIN US Equity,US,USD,US8964423086,UN
US_Composite,TRIN US Equity,US,USD,US8964423086,US
IN_Composite,TRV IN Equity,IN,INR,INE440G01017,IN
US_Composite,TS US Equity,US,USD,US88031M1099,UN
US_Composite,TS US Equity,US,USD,US88031M1099,US
DEU_Composite,TS6 GR Equity,DEU,EUR,FI0009007728,GR
DEU_Composite,TSA GR Equity,DEU,EUR,US0044981019,GR
DEU_Composite,CYR GR Equity,DEU,EUR,DE000A2E4SV8,GR
DEU_Composite,TRU GR Equity,DEU,EUR,DE000A2NB7S2,GR
DEU_Composite,TON GR Equity,DEU,EUR,JP3602600003,GR
US_Composite,TPB US Equity,US,USD,US90041L1052,UN
US_Composite,TPB US Equity,US,USD,US90041L1052,US
US_Composite,TRUA US Equity,US,USD,US8967871083,UN
US_Composite,TRUA US Equity,US,USD,US8967871083,US
US_Composite,TRS US Equity,US,USD,US8962152091,UN
US_Composite,TRS US Equity,US,USD,US8962152091,US
US_Composite,TRIP US Equity,US,USD,US8969452015,UN
US_Composite,TRIP US Equity,US,USD,US8969452015,US
US_Composite,TRT US Equity,US,USD,US8967122057,UN
US_Composite,TRT US Equity,US,USD,US8967122057,US
US_Composite,TRLFF US Equity,US,USD,CA57768L1058,UN
US_Composite,TRLFF US Equity,US,USD,CA57768L1058,US
CAN_Composite,TROY CN Equity,TO,CAD,CA8974711084,CN
AUS_Composite,TRP AU Equity,AX,AUD,AU0000180887,AU
ESP_Composite,TRG SM Equity,ESP,EUR,ES0180850416,SM
AUS_Composite,TRGCD AU Equity,AX,AUD,AU0000TRGCD2,AU
US_Composite,TRGGF US Equity,US,USD,CA87609L1058,UN
US_Composite,TRGGF US Equity,US,USD,CA87609L1058,US
US_Composite,TREE US Equity,US,USD,US52603B1070,UN
US_Composite,TREE US Equity,US,USD,US52603B1070,US
US_Composite,TREIF US Equity,US,USD,CA8949421017,UN
US_Composite,TREIF US Equity,US,USD,CA8949421017,US
US_Composite,TRX US Equity,US,USD,CA87283P1099,UN
US_Composite,TRX US Equity,US,USD,CA87283P1099,US
DEU_Composite,TOH GR Equity,DEU,EUR,JP3598600009,GR
CAN_Composite,TOI CN Equity,TO,CAD,CA89072T1021,CN
US_Composite,TOIPF US Equity,US,USD,TH0796010013,UN
US_Composite,TOIPF US Equity,US,USD,TH0796010013,US
US_Composite,TOITF US Equity,US,USD,CA89072T1021,UN
US_Composite,TOITF US Equity,US,USD,CA89072T1021,US
IN_Composite,TSC IN Equity,IN,INR,INE16VK01010,IN
IN_Composite,TROM IN Equity,IN,INR,INE0SYV01018,IN
MXN_Composite,TPR* MM Equity,MX,MXN,US8760301072,MM
US_Composite,TPRP US Equity,US,USD,US8918523031,UN
US_Composite,TPRP US Equity,US,USD,US8918523031,US
US_Composite,TRSKF US Equity,US,USD,JP3546100003,UN
US_Composite,TRSKF US Equity,US,USD,JP3546100003,US
US_Composite,TRSO US Equity,US,USD,US8940011062,UN
US_Composite,TRSO US Equity,US,USD,US8940011062,US
IN_Composite,TOTEM IN Equity,IN,INR,INE0TT901016,IN
IN_Composite,TRUPI IN Equity,IN,INR,INE329E01017,IN
US_Composite,TSETF US Equity,US,USD,TH0233010R15,UN
US_Composite,TSETF US Equity,US,USD,TH0233010R15,US
CAN_Composite,TSG CN Equity,TO,CAD,CA89678B1094,CN
US_Composite,TORVF US Equity,US,USD,CA92873M1023,UN
US_Composite,TORVF US Equity,US,USD,CA92873M1023,US
MXN_Composite,TSCON MM Equity,MX,MXN,GB00BLGZ9862,MM
US_Composite,TSDOF US Equity,US,USD,BE0003555639,UN
US_Composite,TSDOF US Equity,US,USD,BE0003555639,US
US_Composite,VIZNF US Equity,US,USD,CA92838G1090,UN
US_Composite,VIZNF US Equity,US,USD,CA92838G1090,US
CAN_Composite,VOC/P CN Equity,TO,CAD,CA92648B1004,CN
US_Composite,VLKPF US Equity,US,USD,DE0007664039,UN
US_Composite,VLKPF US Equity,US,USD,DE0007664039,US
US_Composite,VLMTY US Equity,US,USD,US9202351089,UN
US_Composite,VLMTY US Equity,US,USD,US9202351089,US
